"Izquierda","Derecha","Actor","Mismo_Padre","Caracteres_Izquierda","Caracteres_Derecha","Fuente_Izquierda","Fuente_Derecha","Motivos_Izquierda","Motivos_Derecha","Indicadores","Estado","Estado_Revision_Dirigida","Causa_Lote7","Alcance_Lectura","Evidencia","Siguiente_Accion","Enlace_Aplicado_V6","Corte_Aplicado_V7"
"RPM-2013-01-17:5329:1","RPM-2013-01-17:5330:1","Rodrigo Vergara Montes","False","2859","2020","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-01-17:5330:1","RPM-2013-01-17:5330:2","Rodrigo Vergara Montes","True","2020","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-02-14:5397:1","RPM-2013-02-14:5398:1","Rodrigo Vergara Montes","False","2722","2371","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-02-14:5398:1","RPM-2013-02-14:5398:2","Rodrigo Vergara Montes","True","2371","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-03-14:5452:1","RPM-2013-03-14:5453:1","Rodrigo Vergara Montes","False","2360","3596","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-03-14:5453:1","RPM-2013-03-14:5453:2","Rodrigo Vergara Montes","True","3596","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-04-11:5513:1","RPM-2013-04-11:5514:1","Rodrigo Vergara Montes","False","2155","2329","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-04-11:5514:1","RPM-2013-04-11:5514:2","Rodrigo Vergara Montes","True","2329","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-05-16:5565:1","RPM-2013-05-16:5566:1","Rodrigo Vergara Montes","False","1991","3514","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-05-16:5566:1","RPM-2013-05-16:5566:2","Rodrigo Vergara Montes","True","3514","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-06-13:5633:1","RPM-2013-06-13:5634:1","Rodrigo Vergara Montes","False","4446","1458","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-06-13:5634:1","RPM-2013-06-13:5634:2","Rodrigo Vergara Montes","True","1458","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-07-11:5698:1","RPM-2013-07-11:5699:1","Rodrigo Vergara Montes","False","4418","1599","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-07-11:5699:1","RPM-2013-07-11:5699:2","Rodrigo Vergara Montes","True","1599","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-08-13:5751:1","RPM-2013-08-13:5752:1","Rodrigo Vergara Montes","False","4670","1683","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-08-13:5752:1","RPM-2013-08-13:5752:2","Rodrigo Vergara Montes","True","1683","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-09-12:5811:1","RPM-2013-09-12:5812:1","Rodrigo Vergara Montes","False","5544","205","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-09-12:5812:1","RPM-2013-09-12:5812:2","Rodrigo Vergara Montes","True","205","176","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-10-17:5856:1","RPM-2013-10-17:5857:1","Rodrigo Vergara Montes","False","4140","1383","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-10-17:5857:1","RPM-2013-10-17:5857:2","Rodrigo Vergara Montes","True","1383","195","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-11-19:5892:1","RPM-2013-11-19:5892:2","Rodrigo Vergara Montes","True","123","387","SUJETO_ROL_NOMBRE","LECTOR_DOCUMENTO_REVISADO","","","DERECHA_SIN_FUENTE_PROPAGABLE","INVENTARIO_NO_APROBACION","SIN_ADJUDICACION_EN_ESTE_INVENTARIO","DERECHA_ES_DOCUMENTO_LEIDO_POR_TERCERO","CAUSA_MEDIDA_EN_LOTE7","docs/continuidad_lote7_2026-09-09/triaje_53.json","Ver la causa medida en el triaje del lote7 antes de decidir una lectura.","NO","NO"
"RPM-2013-11-19:5902:1","RPM-2013-11-19:5903:1","Rodrigo Vergara Montes","False","1435","3759","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-11-19:5903:1","RPM-2013-11-19:5903:2","Rodrigo Vergara Montes","True","3759","194","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2013-12-12:5961:1","RPM-2013-12-12:5962:1","Rodrigo Vergara Montes","False","1651","4061","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2013-12-12:5962:1","RPM-2013-12-12:5962:2","Rodrigo Vergara Montes","True","4061","843","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-01-16:5999:1","RPM-2014-01-16:5999:2","Rodrigo Vergara Montes","True","132","392","SUJETO_ROL_NOMBRE","LECTOR_DOCUMENTO_REVISADO","DUPLICADO_NO_FORMULA","","DERECHA_SIN_FUENTE_PROPAGABLE","INVENTARIO_NO_APROBACION","SIN_ADJUDICACION_EN_ESTE_INVENTARIO","DERECHA_ES_DOCUMENTO_LEIDO_POR_TERCERO","CAUSA_MEDIDA_EN_LOTE7","docs/continuidad_lote7_2026-09-09/triaje_53.json","Ver la causa medida en el triaje del lote7 antes de decidir una lectura.","NO","NO"
"RPM-2014-01-16:6005:1","RPM-2014-01-16:6006:1","Rodrigo Vergara Montes","False","1557","2328","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-01-16:6006:1","RPM-2014-01-16:6006:2","Rodrigo Vergara Montes","True","2328","1315","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-02-18:6054:1","RPM-2014-02-18:6055:1","Rodrigo Vergara Montes","False","1462","2060","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-02-18:6055:1","RPM-2014-02-18:6055:2","Rodrigo Vergara Montes","True","2060","667","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-04-17:6178:1","RPM-2014-04-17:6179:1","Rodrigo Vergara Montes","False","4160","745","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-04-17:6179:1","RPM-2014-04-17:6179:2","Rodrigo Vergara Montes","True","745","178","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-05-15:6233:1","RPM-2014-05-15:6234:1","Rodrigo Vergara Montes","False","1412","4434","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-05-15:6234:1","RPM-2014-05-15:6234:2","Rodrigo Vergara Montes","True","4434","178","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-07-15:6339:1","RPM-2014-07-15:6340:1","Rodrigo Vergara Montes","False","3238","2466","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-07-15:6340:1","RPM-2014-07-15:6340:2","Rodrigo Vergara Montes","True","2466","887","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-09-11:6393:1","RPM-2014-09-11:6394:1","Sergio Lehmann Beresi","False","507","2286","SUJETO_NOMBRE","CONTEXTO_REVISADO","","","DERECHA_SIN_FUENTE_PROPAGABLE","INVENTARIO_NO_APROBACION","SIN_ADJUDICACION_EN_ESTE_INVENTARIO","DERECHA_SIN_FUENTE_PROPAGABLE","CAUSA_MEDIDA_EN_LOTE7","docs/continuidad_lote7_2026-09-09/triaje_53.json","Ver la causa medida en el triaje del lote7 antes de decidir una lectura.","NO","NO"
"RPM-2014-09-11:6437:1","RPM-2014-09-11:6438:1","Rodrigo Vergara Montes","False","3089","1691","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-09-11:6438:1","RPM-2014-09-11:6438:2","Rodrigo Vergara Montes","True","1691","196","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-10-16:6483:1","RPM-2014-10-16:6484:1","Rodrigo Vergara Montes","False","5982","700","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-10-16:6484:1","RPM-2014-10-16:6484:2","Rodrigo Vergara Montes","True","700","196","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-11-18:6516:1","RPM-2014-11-18:6517:1","Rodrigo Vergara Montes","False","3435","1495","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-11-18:6517:1","RPM-2014-11-18:6517:2","Rodrigo Vergara Montes","True","1495","181","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2014-12-11:6546:1","RPM-2014-12-11:6547:1","Rodrigo Vergara Montes","False","4380","640","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
"RPM-2014-12-11:6547:1","RPM-2014-12-11:6547:2","Rodrigo Vergara Montes","True","640","181","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","DUPLICADO_NO_FORMULA","TIPO_ACTA_O_DOCUMENTO","INVENTARIO_NO_APROBACION","SEPARACION_FUNCIONAL_V5_INTERNA","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Límite creado por el corte v5: debe seguir separado. La constancia es INSTITUCIONAL y no se une al aporte personal.","NO","NO"
"RPM-2015-04-16:6753:1","RPM-2015-04-16:6754:1","Rodrigo Vergara Montes","False","2665","3203","SUJETO_ROL_NOMBRE","SUJETO_ROL_NOMBRE","","","AGRUPADO_EN_V7_POR_CORTE_V5","AGRUPADO_EN_V7_POR_CORTE_V5","SEPARACION_FUNCIONAL_APLICADA_V5","APORTE_PERSONAL_Y_CONSTANCIA_EN_UNA_FILA","PADRE_COMPLETO_EN_LOTE8","docs/continuidad_lote8_2026-09-09/lecturas.json","Corte aplicado y probado en v7; la constancia mantiene ACUERDO_CONSEJO y Vergara conserva la atribución.","NO","SI"
