ID_Intervencion	Fecha	Actor	N_Op	Tipo	Antes	Despues	Justificacion
RPM-2007-09-13:1434:1	2007-09-13	Igal Magendzo Weinberger	3	PALABRA_PARTIDA	mostraron tasas de crecim iento anual menores	mostraron tasas de crecimiento anual menores	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'crecim iento' aparece 9 veces y 'crecimiento' 5.755.
RPM-2007-09-13:1434:1	2007-09-13	Igal Magendzo Weinberger	4	PALABRA_PARTIDA	crecimiento anual similar al exhibido en los últim os meses	crecimiento anual similar al exhibido en los últimos meses	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'últim os meses' aparece 1 vez y 'últimos meses' 601.
RPM-2007-09-13:1438:2	2007-09-13	Esteban Jadresic Marinovic	1	ACENTO_FALTANTE	la estrechez de las lineas de crédito en el exterior	la estrechez de las líneas de crédito en el exterior	Tilde ausente: 'líneas' lleva tilde siempre. Medido en el corpus: 'lineas de crédito' 2 veces (ambas en esta sesión, 1438:2 y 1444:1) frente a 'líneas' 118. Es un caso de la sección 1, que no exige corroboración: la oración no admite otra lectura.
RPM-2007-09-13:1444:1	2007-09-13	Vittorio Corbo Lioi	1	ACENTO_FALTANTE	cuando se trató de obtener las lineas de créditos correspondientes	cuando se trató de obtener las líneas de créditos correspondientes	Tilde ausente. 'línea' es palabra llana terminada en vocal con hiato: siempre lleva tilde; 'lineas' no existe en español. Sección 1, no exige corroboración. Medido: 'lineas' sin tilde aparece 6 veces (1438:2, 1444:1, 2725:1, 2770:2, 2814:3, 3107:2) frente a 'líneas' 118.
RPM-2007-09-13:1445:2	2007-09-13	Enrique Marshall Rivera	1	ACENTO_INDEBIDO	que resulta clave desde el punto de vísta de la evolución	que resulta clave desde el punto de vista de la evolución	Tilde indebida: 'vista' es llana terminada en vocal, no lleva tilde nunca. Medido: 'vísta' 5 veces (1394:1, 1445:2, 2001:1 como 'prevísta', 6382:1, 6797:1) frente a 'vista' 499, y 'punto de vista' correctamente escrito 221. Como las dos formas coexisten, es transcripción inconsistente y no criterio uniforme de la fuente: se corrige.
RPM-2007-09-13:1449:3	2007-09-13	Rodrigo Valdés Pulido	1	ACENTO_FALTANTE	Rodrigo Valdés señala que ello no ocurre asi, ya que llegan más permisos	Rodrigo Valdés señala que ello no ocurre así, ya que llegan más permisos	Tilde ausente: 'asi' sin tilde no es una palabra del español. Sección 1, no exige corroboración. Medido: 'no ocurre asi' 1 vez frente a 'así' 1.200 en el corpus.
RPM-2007-09-13:1450:2	2007-09-13	José De Gregorio Rebeco	1	PALABRA_PARTIDA	se consideró el d ía 17 como laboral para el efecto calendario	se consideró el día 17 como laboral para el efecto calendario	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'd ía' aparece 1 vez y 'el día 17' 8, una de ellas en esta misma sesión.
RPM-2007-09-13:1453:1	2007-09-13	Igal Magendzo Weinberger	1	ACENTO_FALTANTE	una ecuación de salarios. Sin embargo, explico que no fue posible obtenerla	una ecuación de salarios. Sin embargo, explicó que no fue posible obtenerla	Tilde ausente. El sujeto de la fila es 'El Gerente de Análisis Macroeconómico' y todo el párrafo está en estilo indirecto en tercera persona ('señala que realizó'), de modo que la forma verbal es 'explicó', pretérito, y no 'explico', primera persona del presente: la oración no admite otra lectura. Medido: 'explico' sin tilde aparece 1 sola vez en todo el corpus (esta) frente a 'explicó' 25, y 'explicó que' 3.
RPM-2007-09-13:1459:2	2007-09-13	Rodrigo Valdés Pulido	1	ACENTO_FALTANTE	sobre el nivel de la Tasa de Politica Monetaria, cabe evaluar	sobre el nivel de la Tasa de Política Monetaria, cabe evaluar	Tilde ausente. Medido: 'de Politica Monetaria' sin tilde aparece 8 veces en todo el corpus frente a 'de Política Monetaria' 3.163, y dentro de esta sesión 1 contra 39. La sección 1 no exige corroboración, y además las dos formas coexisten, así que es transcripción inconsistente y no criterio uniforme de la fuente.
RPM-2007-09-13:1459:2	2007-09-13	Rodrigo Valdés Pulido	2	PALABRA_ERRONEA	un movimiento cambiarlo que atenúe los efectos deflacionarios	un movimiento cambiario que atenúe los efectos deflacionarios	'cambiarlo' por 'cambiario': la ele por la i es una confusión ya documentada. En este caso la sección 2 sí permite reponer, porque la forma correcta está corroborada en la sesión: 'cambiario' aparece 2 veces en 2007-09-13 (1436:2 'el mercado cambiario' y 1457:2 'un impacto cambiario'), ambas como adjetivo de tipo de cambio, y 157 veces en el corpus. Sintácticamente no hay otra lectura: 'un movimiento cambiarlo' no es gramatical. Es el mismo defecto que 'asuntos cambiarlos' en 1422:1, que quedó marcado porque allí 'cambiarios' aparece 0 veces en la fila y 0 en la sesión: misma regla, desenlace distinto por la medición.
RPM-2007-09-13:1459:2	2007-09-13	Rodrigo Valdés Pulido	3	PUNTUACION	poco coherente con la propia presentación del IPoM. que consignó que el Banco Central	poco coherente con la propia presentación del IPoM, que consignó que el Banco Central	Punto donde corresponde una coma: lo sigue 'que' en minúscula, de modo que la oración continúa y no hay otra lectura posible. Medido: 'IPoM. que consignó' aparece 1 sola vez. Mismo criterio ya aplicado y aceptado en RPM-2006-10-12:940:1 ('cuarto trimestre de este año. de acuerdo al Informe' por coma). No se agrega ni se suprime una palabra.
RPM-2007-09-13:1460:1	2007-09-13	Klaus Schmidt-Hebbel Dunker	1	PALABRA_PARTIDA	las proyecciones de crecim iento de Chile en 2008-2009	las proyecciones de crecimiento de Chile en 2008-2009	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'crecim iento' aparece 2 veces en el corpus y 1 en esta fila, frente a 'crecimiento' 5.755, con 5 ocurrencias en esta misma fila y 56 en la sesión.
RPM-2007-09-13:1460:1	2007-09-13	Klaus Schmidt-Hebbel Dunker	2	PALABRA_PARTIDA	que justificaría acumular más información antes de cam biar la tasa de política	que justificaría acumular más información antes de cambiar la tasa de política	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'cam biar' aparece 2 veces en el corpus y 1 en esta fila, frente a 'cambiar' 711, con 6 ocurrencias en esta misma sesión.
RPM-2007-09-13:1461:1	2007-09-13	Esteban Jadresic Marinovic	1	PALABRA_ERRONEA	en países como México, Brasil, Argentina, no se ha visto hasta hora al menos	en países como México, Brasil, Argentina, no se ha visto hasta ahora al menos	Falta la 'a' inicial: 'hora' por 'ahora'. La oración no admite otra lectura ('hasta hora' no es una locución). Medido: 'hasta hora' aparece 1 sola vez en todo el corpus frente a 'hasta ahora' 302, y la forma correcta está corroborada en la propia fila (1 vez) y en la sesión (6).
RPM-2007-09-13:1461:1	2007-09-13	Esteban Jadresic Marinovic	2	PALABRA_ERRONEA	el resto del mundo. Por Otra parte, agrega el Gerente señor Jadresic	el resto del mundo. Por otra parte, agrega el Gerente señor Jadresic	Mayúscula indebida en 'Otra': 'Por' abre oración y por eso va en mayúscula, pero 'otra' no. La reparación es única. Medido: 'Por Otra parte' aparece 1 sola vez en el corpus frente a 'Por otra parte' 762, con 8 ocurrencias en esta misma sesión.
RPM-2007-09-13:1461:2	2007-09-13	Pablo García Silva	1	ACENTO_INDEBIDO	hace presente el suavizamiento del crecimiento local y la apreciación cambiaría que estima	hace presente el suavizamiento del crecimiento local y la apreciación cambiaria que estima	Tilde mal puesta. 'cambiaria' es adjetivo y no lleva tilde; con tilde es el condicional del verbo cambiar, que aquí no tiene sujeto posible porque la palabra modifica a 'apreciación'. Es la confusión sistemática más frecuente del corpus: 'cambiaría' aparece 241 veces y 'cambiaria' 72, y 'apreciación cambiaría' 50 frente a 'apreciación cambiaria' 13. Sección 1: las letras son idénticas y sólo sobra la tilde, así que no exige corroboración. Mismo criterio ya aplicado en 563:1 y 4396:1.
RPM-2007-09-13:1462:1	2007-09-13	Andrés Velasco Brañes	1	PALABRA_ERRONEA	tiene estrecha relación con lo que se adoptó con el IPom, y sería inusual	tiene estrecha relación con lo que se adoptó con el IPoM, y sería inusual	Sigla mal escrita. La forma del corpus es 'IPoM': aparece 2.477 veces, frente a 'IPom' 1 (esta), 'IpoM' 5 y 'IPOM' 59. Como conviven cuatro variantes, es transcripción inconsistente y no un criterio uniforme de la fuente; la reparación es única. 'IPOM' en versalitas no se toca: es una grafía aceptable.
RPM-2007-09-13:1462:1	2007-09-13	Andrés Velasco Brañes	2	PALABRA_ERRONEA	que no estaban presentes en el IpoM, en especial los combustibles	que no estaban presentes en el IPoM, en especial los combustibles	Segunda variante de la misma sigla en esta misma fila: 'IpoM' por 'IPoM' (2.477 contra 5 en el corpus). Reparación única.
RPM-2007-09-13:1462:1	2007-09-13	Andrés Velasco Brañes	3	PALABRA_PARTIDA	Schmidt- Hebbel	Schmidt-Hebbel	"Apellido partido por un espacio despues del guion. La seccion 5 prohibe RESOLVER o INVENTAR un nombre propio, y aqui no se hace ninguna de las dos cosas: se reune un nombre que el propio corpus escribe correctamente 122 veces contra 5 partidas, y que la lista de asistencia de las actas trae completo (""don Klaus Schmidt-Hebbel Dunker""). Prueba aplicada, que es la que autoriza la excepcion: la forma correcta existe en el corpus referida a la misma persona. Un caso como ""Claudios Soto"" no la pasaria, porque ""Claudio Soto"" no aparece en ninguna parte."
RPM-2007-09-13:1465:1	2007-09-13	Manuel Marfán Lewis	1	PALABRA_ERRONEA	menciona que los efectos del fiy to safety están incidiendo en el riesgo soberano chileno	menciona que los efectos del flight to safety están incidiendo en el riesgo soberano chileno	'fiy' no es una palabra en español ni en inglés, así que la oración no admite otra lectura; el término es 'flight to safety', que aparece 3 veces en el corpus. Medido: 'fiy to safety' aparece 2 veces, esta y RPM-2007-09-13:1425:1, ya corregida en la ronda 163 con el mismo criterio.
RPM-2007-09-13:1466:1	2007-09-13	Jorge Desormeaux Jiménez	1	PALABRA_PARTIDA	una economía sin holguras de capacidad y que crecerá a un ritmo sim ilar a su tendencia	una economía sin holguras de capacidad y que crecerá a un ritmo similar a su tendencia	Espacio intrapalabra, artefacto del escaneo: la palabra está partida en dos. No es una reconstrucción, se reúne sin alterar una letra. Medido: 'sim ilar' aparece 3 veces en el corpus y 1 en esta fila, frente a 'similar' 1.007, con 2 ocurrencias en esta misma fila y 9 en la sesión.
RPM-2007-09-13:1466:1	2007-09-13	Jorge Desormeaux Jiménez	2	PUNTUACION	el panorama futuro sigue encuadrado dentro del escenario base o central del IPoM. con tasas de inflación solo ligeramente	el panorama futuro sigue encuadrado dentro del escenario base o central del IPoM, con tasas de inflación solo ligeramente	Punto donde corresponde una coma: lo sigue 'con' en minúscula y la oración continúa, así que la reparación es única y no se agrega ni se suprime una palabra. Medido: 'IPoM. con tasas' aparece 1 sola vez. Mismo criterio ya aplicado en RPM-2006-10-12:940:1 y en RPM-2007-09-13:1459:2.
RPM-2007-09-13:1467:1	2007-09-13	José De Gregorio Rebeco	1	PALABRA_ERRONEA	mayores turbulencias financieras podrían resultar en un s/70c/( financiero negativo	mayores turbulencias financieras podrían resultar en un shock financiero negativo	La cadena 's/70c/(' es basura de OCR que ocupa el lugar de la palabra 'shock': s por s, / por h, 70 por ho, /( por k. La lectura no es una suposición mía: la misma cadena aparece 3 veces en el corpus y en RPM-2007-11-13:1536:1 convive con la forma bien escrita en la misma frase y en posición paralela ('sensible a shocks de términos de intercambio que a s/70c/(s financieros'), lo que la prueba. Además 'shock' aparece 647 veces en el corpus, 12 en esta sesión y 1 en esta misma fila ('absorber adecuadamente dichos shocks'), así que la forma correcta está corroborada donde exige el criterio.
RPM-2007-11-13:1536:1	2007-11-13	Manuel Marfán Lewis	1	PALABRA_ERRONEA	ha sido más bien sensible a shocks de términos de intercambio que a s/70c/(s financieros	ha sido más bien sensible a shocks de términos de intercambio que a shocks financieros	La cadena 's/70c/(' es basura de OCR que ocupa el lugar de la palabra 'shock': s por s, / por h, 70 por ho, /( por k. La lectura no es una suposición mía: la misma cadena aparece 3 veces en el corpus y en RPM-2007-11-13:1536:1 convive con la forma bien escrita en la misma frase y en posición paralela ('sensible a shocks de términos de intercambio que a s/70c/(s financieros'), lo que la prueba. Además 'shock' aparece 647 veces en el corpus, 12 en esta sesión y 1 en esta misma fila ('absorber adecuadamente dichos shocks'), así que la forma correcta está corroborada donde exige el criterio. Corrección tardía: esta fila pertenece a la sesión 2007-11-13, cerrada en las rondas 62-68. Se corrige ahora porque la medición del residuo 's/70c/(' en la ronda 168 mostró que es sistemático y que en esta misma fila la forma correcta está escrita literalmente a cuatro palabras de distancia. Queda una tercera ocurrencia en RPM-2008-08-14:2042:1, en una sesión aún no leída, que se corregirá en su ronda.
RPM-2007-09-13:1469:1	2007-09-13	Consejo del Banco Central de Chile	1	LETRA_CONFUNDIDA	perecióles	perecibles	B por ó. 'Perecióles' no es palabra: el adjetivo es 'perecibles'. Aparece 2 veces en esta misma fila y las dos son el mismo defecto, por eso se declara Ocurrencias: 2. Medido: 'perecióles' aparece 10 veces en 9 filas del corpus frente a 'perecibles' 166, con 1 ocurrencia de la forma buena en esta misma fila ('excluye combustibles, perecibles y algunos servicios regulados') y 8 en la sesión. Es el mismo defecto ya corregido en RPM-2012-05-17:4827:1 en la ronda 158. Quedan 7 filas más con 'perecióles' en otras sesiones, que se corregirán en sus rondas.
RPM-2007-09-13:1469:1	2007-09-13	Consejo del Banco Central de Chile	2	LETRA_CONFUNDIDA	la inflación subyacente IPCXI (que excluye combustibles	la inflación subyacente IPCX1 (que excluye combustibles	Letra I por el dígito 1: el indicador se llama 'IPCX1' y no existe un 'IPCXI' en numeración romana dentro de la nomenclatura del Banco. Medido: 'IPCXI' aparece 6 veces en 6 filas frente a 'IPCX1' 458, y la construcción exacta 'la inflación subyacente IPCX1' aparece 24 veces en el corpus; dentro de la sesión, 'IPCX1' aparece 3 veces. La reparación es única. Las otras 5 ocurrencias de 'IPCXI' están en 1352:1, 1402:1, 1520:1, 1569:1 y 1641:1, de sesiones distintas, y se corregirán en sus rondas.
RPM-2008-08-14:1978:1	2008-08-14	Consejo del Banco Central de Chile	1	PALABRA_PARTIDA	celebrada e l 4 de agosto de 2008	celebrada el 4 de agosto de 2008	Espacio intrapalabra, artefacto del escaneo: 'el' está partido en dos. Se reúne sin alterar una letra. Medido: 'celebrada e l' aparece 2 veces en el corpus frente a 'celebrada el' 126.
RPM-2008-08-14:1982:1	2008-08-14	Manuel Marfán Lewis	1	PALABRA_OMITIDA	Señala que se está hablando de un déficit de más menos 3% ó 4%	Señala que se está hablando de un déficit de más o menos 3% ó 4%	Falta la conjunción de la locución fija: es 'más o menos', no 'más menos'. La locución es cerrada y no admite esa variante, y la forma correcta está corroborada en la sesión (2 veces) y aparece 99 veces en el corpus contra 44 de 'más menos'. Como las dos formas conviven, es transcripción inconsistente y no un criterio uniforme de la fuente. Segundo caso: el primero fue RPM-2007-09-13:1408:1 en la ronda 162. No se toca la tilde de 'ó', que era obligatoria entre cifras hasta 2010.
RPM-2008-08-14:1987:1	2008-08-14	Pablo García Silva	1	LETRA_CONFUNDIDA	el monto de pérdidas que han tenido los bancos en Europa, es bastante similar ai que han tenido	el monto de pérdidas que han tenido los bancos en Europa, es bastante similar al que han tenido	Ele por i: 'ai' no es una palabra del español y la oración no admite otra lectura. Sección 1, que no exige corroboración. Medido: 'similar ai que han tenido' aparece 1 vez en todo el corpus. Es el mismo glifo ya corregido en RPM-2007-09-13:1408:1 en la ronda 162.
RPM-2008-08-14:1994:2	2008-08-14	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	IRC	IPC	Erre por pe. En esta fila las 6 apariciones son el índice de precios al consumidor de Estados Unidos ('el IRC Core', 'el IRC headline', 'el IRC más alto desde el año 1991', 'el IRC está por sobre 4% en la Zona Euro'), y no existe un índice llamado IRC: la forma buena es 'IPC', que aparece 1.867 veces en el corpus y 16 en esta misma sesión. Se declara Ocurrencias: 6 porque las seis son el mismo defecto. DEFECTO SISTEMATICO: 'IRC' aparece 71 veces en 46 filas de 32 sesiones, todas entre 2005-04-07 y 2010-02-11, y las 71 son contexto de inflación incluso cuando la palabra no está cerca ('un par de IRC más bajos', 'el IRC de octubre fue menor', 'la publicación del IRC'); 10 de ellas son 'IRCX' por 'IPCX'. Quedan 65 ocurrencias en 45 filas por corregir.
RPM-2008-08-14:1994:2	2008-08-14	Sergio Lehmann Beresi	2	LETRA_CONFUNDIDA	también están mostrando un pequeño salto en el PCE y ios datos truncados	también están mostrando un pequeño salto en el PCE y los datos truncados	I por ele. 'ios' no es palabra. Medido: 'ios' aparece 92 veces en el corpus y 'los' 30.883. Es el defecto sistemático ya documentado, segundo glifo más frecuente del corpus después de 'cambiaría'. La forma correcta no aparece en la fila ni en la sesión, pero la sección 1 no exige corroboración: el glifo está mal leído y la oración no admite otra lectura.
RPM-2008-08-14:1994:2	2008-08-14	Sergio Lehmann Beresi	3	SIMBOLO_SUELTO	más allá de lo que lo ha hecho la tasa nominal. u	más allá de lo que lo ha hecho la tasa nominal.	Residuo de una sola letra suelta después del punto final. No forma nada y no es una palabra omitida: es la única fila de todo el corpus que termina en '. u'. Se elimina sin tocar el resto. Con esto la fila queda correctamente cerrada y la alerta FINAL_SIN_PUNTUACION deja de tener objeto.
RPM-2008-08-14:2000:1	2008-08-14	Pablo García Silva	1	PALABRA_PARTIDA	una minuta que les proporcionó la señora Subsecreta ria señalaba	una minuta que les proporcionó la señora Subsecretaria señalaba	Espacio intrapalabra: 'Subsecreta ria' es 'Subsecretaria' partida en dos. Se reúne sin alterar una letra. Medido con honestidad: la forma femenina exacta aparece 0 veces en el corpus, pero 'subsecretario' en masculino aparece 52 y el artículo 'la señora' impone el femenino; además no se cambia ninguna letra, sólo se quita el espacio del escaneo, que es el núcleo de la sección 1 bis.
RPM-2008-08-14:2001:1	2008-08-14	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	efectivamente lo que se estaba observando en mayo en eIIPOM, eran precios mucho más altos	efectivamente lo que se estaba observando en mayo en el IPoM, eran precios mucho más altos	La ele se leyó como i mayúscula y el espacio se perdió: 'eIIPOM' es 'el IPoM' soldado. El token 'eIIPOM' no es palabra y aparece 1 sola vez en todo el corpus; la reparación es única y la forma buena aparece 1.539 veces ('el IPoM'), 3 de ellas en esta sesión.
RPM-2008-08-14:2001:1	2008-08-14	Sergio Lehmann Beresi	2	ACENTO_INDEBIDO	se tiene que el precio del WTI ha caído de manera ímportante	se tiene que el precio del WTI ha caído de manera importante	Tilde indebida: 'importante' es llana terminada en vocal y no lleva tilde. Medido: 'manera ímportante' aparece 1 vez y 'manera importante' 203, con 2 en esta misma sesión. Sección 1.
RPM-2008-08-14:2001:1	2008-08-14	Sergio Lehmann Beresi	3	ESPACIO_FALTANTE	mirando cada uno de los precios individualmente,se tiene que el precio del WTI	mirando cada uno de los precios individualmente, se tiene que el precio del WTI	Falta el espacio después de la coma. La reparación es única y no se altera ninguna letra. Medido: en todo el corpus hay 35 casos de coma pegada a la palabra siguiente, así que es un defecto sistemático de pérdida de espacio, del mismo tipo que 'yeso' por 'y eso'.
RPM-2008-08-14:2001:1	2008-08-14	Sergio Lehmann Beresi	4	ESPACIO_FALTANTE	las posiciones de inversionistas o fondos han tendido a caer yeso probablemente ha ayudado	las posiciones de inversionistas o fondos han tendido a caer y eso probablemente ha ayudado	Dos palabras soldadas por pérdida del espacio: 'y eso'. Medido: 'yeso' aparece 13 veces en 12 filas del corpus, todas el mismo defecto ('alto yeso tiene que tener algún efecto', 'preocupación mayor yeso es lo que predomina'), frente a 'y eso' 178. DEFECTO SISTEMATICO: quedan 12 ocurrencias en 11 filas por corregir.
RPM-2008-08-14:2001:1	2008-08-14	Sergio Lehmann Beresi	5	ACENTO_INDEBIDO	asociados a demanda prevísta en unidades desarrolladas más débiles	asociados a demanda prevista en unidades desarrolladas más débiles	Tilde indebida: 'prevista' es llana terminada en vocal. Medido: 'prevísta' aparece 1 vez en el corpus frente a 'prevista' 213. Mismo criterio que 'vísta' por 'vista' corregido en RPM-2007-09-13:1445:2.
RPM-2008-08-14:2002:1	2008-08-14	Sebastián Claro Edwards	1	PALABRA_PARTIDA	porque no sabe exactam ente cuál es la unidad, pero respecto del tamaño	porque no sabe exactamente cuál es la unidad, pero respecto del tamaño	Espacio intrapalabra: 'exactam ente' está partida en dos. Se reúne sin alterar una letra. Medido: 'exactam ente' aparece 1 vez en el corpus y 'exactamente' 64.
RPM-2008-08-14:2003:1	2008-08-14	Pablo García Silva	1	PALABRA_ERRONEA	no se está ratando de argumentar un efecto causal	no se está tratando de argumentar un efecto causal	Falta la te inicial: 'ratando' no es una palabra del español, así que el único candidato es 'tratando' y la oración no admite otra lectura. Esto es sección 1 y no sección 2: la corroboración en la fila o en la sesión se exige cuando la forma defectuosa es una palabra real y por tanto existe una lectura alternativa, como en 'cambiarlo', 'rotación' o 'fusión'. Medido: 'ratando' suelto aparece 1 vez (las otras 27 coincidencias son el interior de 'tratando'), y 'tratando de' aparece 23 veces en el corpus. Mismo criterio que 'fiy to safety' por 'flight to safety' en la ronda 163.
RPM-2008-08-14:2003:1	2008-08-14	Pablo García Silva	2	PALABRA_PARTIDA	pero lo que sí cierto es que estos dos fenó menos pueden estar ocurriendo	pero lo que sí cierto es que estos dos fenómenos pueden estar ocurriendo	Espacio intrapalabra: 'fenó menos' es 'fenómenos' partida en dos. Se reúne sin alterar una letra. Medido: 'fenó menos' aparece 1 vez en el corpus y 'fenómenos' 124.
RPM-2008-08-14:2003:1	2008-08-14	Pablo García Silva	3	ESPACIO_INDEBIDO	pueden estar ocurriendo de manera simultánea , en cambio, la expectativa	pueden estar ocurriendo de manera simultánea, en cambio, la expectativa	Espacio antes de la coma. La reparación es única y no altera ninguna letra. Medido: 'simultánea , en cambio' aparece 1 vez en el corpus.
RPM-2008-08-14:2003:1	2008-08-14	Pablo García Silva	4	SIMBOLO_SUELTO	la expectativa hace cambiar posiciones y hace cambiar precios. ./ -	la expectativa hace cambiar posiciones y hace cambiar precios.	Residuo de glifos al final de la fila: './ -' no forma nada. Es la única fila de todo el corpus que termina así. Se elimina sin tocar el resto; la oración ya cierra con su punto, así que la alerta FINAL_SIN_PUNTUACION deja de tener objeto. Mismo tratamiento que la 'u' suelta de 1994:2 en la ronda 171.
RPM-2008-08-14:2007:1	2008-08-14	Claudio Soto Gamboa	1	PUNTUACION	"la inflación en los próximos doce meses subirá “mucho"", aunque con un leve retroceso"	la inflación en los próximos doce meses subirá “mucho”, aunque con un leve retroceso	"Comilla de cierre recta (U+0022) donde corresponde la curva (U+201D): la apertura es '“' y el cierre '""', así que la pareja está desencajada. Medido en el corpus: '“' aparece 323 veces y '”' 267, y hay 65 filas con más aperturas que cierres (la comilla recta aparece 123 veces en 91 filas), de modo que la comilla recta sustituyendo al cierre es un defecto sistemático del escaneo. Mismo criterio ya aplicado en RPM-2006-10-12:936:1."
RPM-2008-08-14:2007:1	2008-08-14	Claudio Soto Gamboa	2	LETRA_CONFUNDIDA	La del MI alcanzó a 8%, cifra no observada desde fines del 2006	La del M1 alcanzó a 8%, cifra no observada desde fines del 2006	I mayúscula por el dígito 1. La serie de agregados monetarios es M1, M2 y M3, y esta misma fila trae 'la del M2 bajó de dos dígitos' y 'la del M3 se mantiene en torno a 15% anual', así que la forma correcta está corroborada dentro de la fila. Medido: 'M1' 22 veces, 'M2' 31 y 'M3' 12. Caso ya previsto en la sección 1 del criterio ('la del MI que se ubicó en 16,1%').
RPM-2008-08-14:2007:1	2008-08-14	Claudio Soto Gamboa	3	SIMBOLO_SUELTO	Menciona el señor Soto, que en U términos generales, no obstante, se espera	Menciona el señor Soto, que en términos generales, no obstante, se espera	Letra suelta que no forma nada. Se elimina en vez de expandirla a 'unos' porque eliminar un glifo que no forma nada es la política y porque la expansión no está respaldada: 'en unos términos' aparece 0 veces en todo el corpus, mientras que 'en términos generales' es una locución fija que aparece 51 veces.
RPM-2008-08-14:2007:1	2008-08-14	Claudio Soto Gamboa	4	ESPACIO_INDEBIDO	aumentando levemente las del CMO, hasta 7,3% (7,2 % el mes anterior)	aumentando levemente las del CMO, hasta 7,3% (7,2% el mes anterior)	Espacio antes del signo de porcentaje. La reparación es única y no altera ninguna letra. La misma fila es inconsistente: unas líneas más adelante escribe '(8,9% el mes anterior)' sin espacio. Medido: '7,2 %' aparece 1 vez en el corpus.
RPM-2008-08-14:2024:1	2008-08-14	Andrés Velasco Brañes	1	SIMBOLO_SUELTO	pudiera ser que efectivamente puedan aumentar su producción. U)	pudiera ser que efectivamente puedan aumentar su producción.	Residuo de glifos al final de la fila: 'U)' suelto no forma nada. MEDIDO CON CUIDADO porque la cadena engaña: 'U)' aparece 14 veces en el corpus pero 8 de ellas son el cierre legítimo de una sigla ('BCU' 2 veces, 'CLU' 5 y 'NAIRU' 1), que no se tocan. Los otros 6 son residuos sueltos: 310:1, 1379:1, 1484:1, 1817:1, 1847:1 (que trae 'U U)') y esta. Una regla ciega de borrar 'U)' habría roto ocho siglas.
RPM-2008-08-14:2028:1	2008-08-14	Claudio Soto Gamboa	1	ACENTO_FALTANTE	un cambio en la descomposición del empleo en temas etareos, con más empleo juvenil	un cambio en la descomposición del empleo en temas etáreos, con más empleo juvenil	Tilde ausente. 'etareos' sin tilde no es palabra: lo que existe es 'etáreo' (del éter), que aquí no tiene sentido, y el adjetivo de edad es 'etáreo'/'etáreos' con tilde. La oración no admite otra lectura, así que es sección 1 y no pide corroboración. Medido: 'etareos' aparece 1 vez en el corpus.
RPM-2008-08-14:2029:1	2008-08-14	Andrés Velasco Brañes	1	PALABRA_ERRONEA	pero no explicaría porqué se produce un pequeño efecto de reversión	pero no explicaría por qué se produce un pequeño efecto de reversión	'porqué' es un sustantivo y exige artículo; aquí no lo lleva y la construcción es interrogativa indirecta, así que corresponde 'por qué' en dos palabras. Medido: 'porqué' aparece 13 veces y 'por qué' 90, y como las dos formas conviven es transcripción inconsistente y no criterio uniforme. Mismo criterio aplicado a 'consulta porqué' en RPM-2007-09-13:1420:1, ronda 163. No se toca el 'el porqué' de la oración anterior de esta misma fila: ahí sí lleva artículo y es el sustantivo, aunque le falte el 'de que', que es un solecismo y no un defecto óptico.
RPM-2008-08-14:2031:3	2008-08-14	Andrés Velasco Brañes	1	ACENTO_INDEBIDO	y la otra es qué ocurre cuándo se está dentro de la banda	y la otra es qué ocurre cuando se está dentro de la banda	Tilde indebida: el 'cuando' que introduce la subordinada no es interrogativo y no lleva tilde; el 'qué' anterior sí la conserva. Medido: 'cuándo' aparece 31 veces en el corpus frente a 'cuando' 928. Sólo se corrige esta ocurrencia, que es la que está en posición subordinada.
RPM-2008-08-14:2034:1	2008-08-14	Jorge Desormeaux Jiménez	1	PALABRA_ERRONEA	y, en particular, que el Euro se ha depreciado desde abril, alrededor de un 7%	y, en particular, que el euro se ha depreciado desde abril, alrededor de un 7%	Los nombres de moneda son sustantivos comunes y van en minúscula. Medido: 'el euro' aparece 107 veces en el corpus y 'el Euro' 35, así que conviven las dos formas y la minúscula es claramente mayoritaria: transcripción inconsistente, no criterio uniforme. No se confunde con 'Zona Euro' (401 veces), que es el nombre propio del área y no se toca. A diferencia de 'la demanda China', marcada en la ronda 172, aquí no se altera la grafía de un nombre propio.
RPM-2008-08-14:2034:2	2008-08-14	Claudio Soto Gamboa	1	PALABRA_ERRONEA	y eso no se ha reflejado en una apreciación del peso contra el Euro y otras monedas	y eso no se ha reflejado en una apreciación del peso contra el euro y otras monedas	Nombre de moneda, sustantivo común, va en minúscula. Medido: 'el euro' 107 veces en el corpus contra 35 de 'el Euro'. Segundo caso, el primero fue RPM-2008-08-14:2034:1 en la ronda 174. No se confunde con 'Zona Euro' (761 veces), nombre propio del área, que no se toca.
